id,web_status
136154921,DEAD_404_NOT_FOUND
136155863,DEAD_404_NOT_FOUND
229803422,DEAD_404_NOT_FOUND
141349086,DEAD_404_NOT_FOUND
158709704,DEAD_404_NOT_FOUND
158227128,DEAD_404_NOT_FOUND
138771951,DEAD_404_NOT_FOUND
173393632,DEAD_404_NOT_FOUND
167952646,DEAD_404_NOT_FOUND
143400252,DEAD_404_NOT_FOUND
91606795,DEAD_404_NOT_FOUND
148702570,DEAD_404_NOT_FOUND
143227811,DEAD_404_NOT_FOUND
158389712,DEAD_404_NOT_FOUND
144709832,DEAD_404_NOT_FOUND
136157060,DEAD_404_NOT_FOUND
139491960,DEAD_404_NOT_FOUND
140843639,DEAD_404_NOT_FOUND
177908920,DEAD_404_NOT_FOUND
136155114,DEAD_404_NOT_FOUND
143400212,DEAD_404_NOT_FOUND
177908827,DEAD_404_NOT_FOUND
143862730,DEAD_404_NOT_FOUND
136154840,DEAD_404_NOT_FOUND
136156804,DEAD_404_NOT_FOUND
152100209,DEAD_404_NOT_FOUND
165684456,DEAD_404_NOT_FOUND
143228189,DEAD_404_NOT_FOUND
147105189,DEAD_404_NOT_FOUND
139456679,DEAD_404_NOT_FOUND
213534455,DEAD_404_NOT_FOUND
155356265,DEAD_404_NOT_FOUND
148076097,DEAD_404_NOT_FOUND
143400219,DEAD_404_NOT_FOUND
143399691,DEAD_404_NOT_FOUND
139460576,DEAD_404_NOT_FOUND
139461808,DEAD_404_NOT_FOUND
203293826,DEAD_404_NOT_FOUND
145620754,DEAD_404_NOT_FOUND
167952428,DEAD_404_NOT_FOUND
106806205,DEAD_404_NOT_FOUND
111515724,DEAD_404_NOT_FOUND
144198188,DEAD_404_NOT_FOUND
150145632,DEAD_404_NOT_FOUND
150174336,DEAD_404_NOT_FOUND
136462624,DEAD_404_NOT_FOUND
207641032,DEAD_404_NOT_FOUND
155785192,DEAD_404_NOT_FOUND
179717850,DEAD_404_NOT_FOUND
177735661,DEAD_404_NOT_FOUND
192560410,DEAD_404_NOT_FOUND
155785236,DEAD_404_NOT_FOUND
155785313,DEAD_404_NOT_FOUND
128325871,DEAD_404_NOT_FOUND
147918718,DEAD_404_NOT_FOUND
168662866,DEAD_404_NOT_FOUND
143921400,DEAD_404_NOT_FOUND
147918813,DEAD_404_NOT_FOUND
128326782,DEAD_404_NOT_FOUND
142555163,DEAD_404_NOT_FOUND
142391538,DEAD_404_NOT_FOUND
166502545,DEAD_404_NOT_FOUND
149688054,DEAD_404_NOT_FOUND
136462871,DEAD_404_NOT_FOUND
150178777,DEAD_404_NOT_FOUND
87214515,DEAD_404_NOT_FOUND
150178794,DEAD_404_NOT_FOUND
112729372,DEAD_404_NOT_FOUND
150173633,DEAD_404_NOT_FOUND
131817437,DEAD_404_NOT_FOUND
157481241,DEAD_404_NOT_FOUND
193685941,DEAD_404_NOT_FOUND
186630378,DEAD_404_NOT_FOUND
136462870,DEAD_404_NOT_FOUND
91323428,DEAD_404_NOT_FOUND
94306069,DEAD_404_NOT_FOUND
136462643,DEAD_404_NOT_FOUND
208206990,DEAD_404_NOT_FOUND
182545334,DEAD_404_NOT_FOUND
252279274,DEAD_404_NOT_FOUND
150173427,DEAD_404_NOT_FOUND
186435668,DEAD_404_NOT_FOUND
214604926,DEAD_404_NOT_FOUND
145031110,DEAD_404_NOT_FOUND
143612797,DEAD_404_NOT_FOUND
217613058,DEAD_404_NOT_FOUND
168663559,DEAD_404_NOT_FOUND
45832109,DEAD_404_NOT_FOUND
89054049,DEAD_404_NOT_FOUND
175781004,DEAD_404_NOT_FOUND
142555219,DEAD_404_NOT_FOUND
207729432,DEAD_404_NOT_FOUND
170337282,DEAD_404_NOT_FOUND
213672495,DEAD_404_NOT_FOUND
150178807,DEAD_404_NOT_FOUND
164568286,DEAD_404_NOT_FOUND
202957538,DEAD_404_NOT_FOUND
193667666,DEAD_404_NOT_FOUND
217613580,DEAD_404_NOT_FOUND
174537016,DEAD_404_NOT_FOUND
37870225,DEAD_404_NOT_FOUND
171515961,DEAD_404_NOT_FOUND
150173403,DEAD_404_NOT_FOUND
155924853,DEAD_404_NOT_FOUND
109853530,DEAD_404_NOT_FOUND
136462899,DEAD_404_NOT_FOUND
147918712,DEAD_404_NOT_FOUND
250071242,DEAD_404_NOT_FOUND
108769398,DEAD_404_NOT_FOUND
161246127,DEAD_404_NOT_FOUND
192560391,DEAD_404_NOT_FOUND
182997386,DEAD_404_NOT_FOUND
129421829,DEAD_404_NOT_FOUND
155681147,DEAD_404_NOT_FOUND
119623067,DEAD_404_NOT_FOUND
131816515,DEAD_404_NOT_FOUND
44580675,DEAD_404_NOT_FOUND
181119230,DEAD_404_NOT_FOUND
143863926,DEAD_404_NOT_FOUND
144756316,DEAD_404_NOT_FOUND
150179707,DEAD_404_NOT_FOUND
177735412,DEAD_404_NOT_FOUND
121980535,DEAD_404_NOT_FOUND
117592852,DEAD_404_NOT_FOUND
201074183,DEAD_404_NOT_FOUND
120860164,DEAD_404_NOT_FOUND
222386220,DEAD_404_NOT_FOUND
178043046,DEAD_404_NOT_FOUND
146992154,DEAD_404_NOT_FOUND
155681078,DEAD_404_NOT_FOUND
177735218,DEAD_404_NOT_FOUND
192560417,DEAD_404_NOT_FOUND
83773586,DEAD_404_NOT_FOUND
140331451,DEAD_404_NOT_FOUND
155785474,DEAD_404_NOT_FOUND
150178809,DEAD_404_NOT_FOUND
213572212,DEAD_404_NOT_FOUND
142834360,DEAD_404_NOT_FOUND
207641028,DEAD_404_NOT_FOUND
68124655,DEAD_404_NOT_FOUND
113400332,DEAD_404_NOT_FOUND
185239188,DEAD_404_NOT_FOUND
162385044,DEAD_404_NOT_FOUND
171612983,DEAD_404_NOT_FOUND
175103397,DEAD_404_NOT_FOUND
182546356,DEAD_404_NOT_FOUND
122870375,DEAD_404_NOT_FOUND
131816824,DEAD_404_NOT_FOUND
207908942,DEAD_404_NOT_FOUND
47099841,DEAD_404_NOT_FOUND
83932214,DEAD_404_NOT_FOUND
179376086,DEAD_404_NOT_FOUND
164568411,DEAD_404_NOT_FOUND
149968836,DEAD_404_NOT_FOUND
155681167,DEAD_404_NOT_FOUND
136462898,DEAD_404_NOT_FOUND
94306000,DEAD_404_NOT_FOUND
137948786,DEAD_404_NOT_FOUND
150178763,DEAD_404_NOT_FOUND
6088317,DEAD_404_NOT_FOUND
140331433,DEAD_404_NOT_FOUND
138513396,DEAD_404_NOT_FOUND
245771464,DEAD_404_NOT_FOUND
133886725,DEAD_404_NOT_FOUND
142386211,DEAD_404_NOT_FOUND
136463029,DEAD_404_NOT_FOUND
150173631,DEAD_404_NOT_FOUND
150174280,DEAD_404_NOT_FOUND
206862149,DEAD_404_NOT_FOUND
168662790,DEAD_404_NOT_FOUND
139491563,DEAD_404_NOT_FOUND
175143218,DEAD_404_NOT_FOUND
183312459,DEAD_404_NOT_FOUND
207641034,DEAD_404_NOT_FOUND
213672407,DEAD_404_NOT_FOUND
207640937,DEAD_404_NOT_FOUND
150174240,DEAD_404_NOT_FOUND
127881221,DEAD_404_NOT_FOUND
54139520,DEAD_404_NOT_FOUND
146380722,DEAD_404_NOT_FOUND
115225006,DEAD_404_NOT_FOUND
133712785,DEAD_404_NOT_FOUND
